Incorrect words,Correct words
رحيلألمح,إيراد
رحيلوخرج,إيراد
رحيلوعاد,إيران
رحيلوكان,أيرس
روسونيري,ايري
بالزاريتي,أيسر
الس,إيسلندا
ساقونجح,إيصال
سبيشيل,إيطالي
ستاسي,إيطالي
سداسي,إيغور
سرقةوقد,إيف
سريةواعترف,إيفا
سعادةقال,إيفان
سعادةوقال,إيفانوف
سكانر,إيقاع
سكانغضب,إيقاع
سلامةودعا,ايقاف
سلوفاكي,إيقاف
شفافية,ايقاف
شكولاتة,ايقاف
صدارةوافتتحت,أيلول
صدارةويغيب,إيلي
صفقةمن,إيليا
صين,إيمان
ضبطوإذا,إيمان
طبعورفض,إيمان
طمأنين,أيمن
عارضةوحاول,أيمي
عارضةوفي,أين
عرضسو,أينشتاين
عقوداللاعبون,أينما
عودةوأكد,أي
غةوكشف,أيها
فانيل,إيهود
فخروانتقل,أثر
فريقكان,آخر
فزعيقول,رأي
فسادودعا,رأي
فعلالشارق,آلة
فعلكشفت,ألف
فعلوأضاف,ألم
فورملا,أمل
فوزأبدى,أبرز
فوزوسبق,أبشع
فيفاوأوضح,بطل
فينومينو,بطل
قائدوفي,بناء
قدروكانت,أبهى
قعب,أبوة
قلق,أتم
قولالمافيا,أثاث
قولالمشجعون,أجبر
قيمص,أجر
كأسفيما,أجر
كأسوفي,جسد
كابوسوفيما,أجمع
كاحلأعلن,أجمل
كالشيو,جناح
كامرا,أجندة
كاني,جو
كراتوقد,جواب
كراميل,أجر
كرملين,أجر
كرواتي,أحد
كلاسيكو,حدث
لائمة,أحدث
لاعبسكولاري,حرف
لاعبومن,أحقية
لقبأعلن,حلم
لقباكد,حلم
لقبتطغى,حلك
لقبذكرت,أحمد
لقبسيحسم,حي
لقبكما,خبر
لقبوأشادت,خبر
لقبوأكد,أخذ
لقبواعترف,آخر
لقبوفاز,خطأ
لقبوفي,أخطائي
لقبوقال,خلق
لقبومنذ,أداء
لقبويخوض,أداء
لقبويقدم,أداء
ليغا,أداء
ليغاكما,أداء
بالم,أداء
مئةاستعاد,أداء
مئةوكان,أدق
ماتادور,دور
ماستأهل,دواء
ماسعادل,أذى
ماسوأوضح,ربح
ماسوحافظ,رباط
مالسيفتقد,أربع
مباراةومع,أربع
مباراةويذكر,أرخص
مباراةويرى,أرفع
مبارياتتذكر,رقم
مبارياتدافع,رقم
مثلفإنني,أروع
مجملقرر,أزر
مجموعةوقال,أزمة
مدربوسيخوض,أزمة
مدفعجي,أزهى
مرتزق,بأس
مرصاد,سؤال
مرضوكانت,أسبوع
مرينجي,أسلوب
مشادة,سبب
مشاركةانتزع,أسبوع
مشاركةوأدى,أسبوع
مشاركةويسبق,أستراليا
مصادقة,سر
معاناةاما,أسرة
معنوي,أسرة
مغالا,أسرة
مغربي,أسرع
مفاوضة,أسر
مقاربة,أسر
مكسيك,أسطورة
مكسيكيذكر,سعر
منافسوفازت,أسف
مناوب,أسفل
منتخب,سلاح
منتخب,أسلوب
منتخب,أسلوب
منتقد,أسلوب
مهانة,أسلوب
مواصفة,أسلوب
موتيعتزم,اسم
موسموتمكن,سن
موسميبدو,بأس
موقيل,أسوأ
مونديال,شكل
مونديالمتابع,شوط
موندياليواجه,شيء
مونيا,إصبع
موهوبأثنى,إصبع
بالمي,أصبع
مياهوعلق,صديق
بالميراس,أصعب
ميراسوقال,أصغر
مييراسيمكن,صوت
مييري,ضرر
ناديوكان,ضوء
ناديومنذ,طبيب
نزاهة,طرف
نساءرحب,طفل
نفسالهداف,طيف
نفسديفيد,أعجوبة
نيجيري,عدد
نيراتزوري,عرض
هاتريك,عصب
هبوطوضع,عضو
هدفاعترف,علم
هولاندي,أعلى
هولاندي,عمل
وتيللي,عمل
وتيلي,عيد
وتيني,أغلب
وستشي,أغلبية
وغون,أغلى
بالومبو,أغنية
ويتلي,فرد
ويفا,أفضل
ويلزي,أفضلية
يتا,أفضلية
يتش,فكر
باليرمو,فكر
يرموأعلنت,قدم
يرموإسبانياستكون,قسم
يرموبلغت,أقصى
يرمووفي,أقل
اليساندرو,أقوى
يسترو,أكاديمية
يما,أكبر
ينزياغا,أكثر
يوروبا,أكمل
يوفنتوس,أكمل
يونان,أن
يويفا,ألبانيا
بام,لعب
بامارو,ألف
بامبالي,ألفارو
بامبلونا,لفظ
بامبينو,ألف
امتناع,لقب
امريكا,لقب
بامطرف,ألم
امكان,ألمانيا
امكان,ألن
امكان,لون
امكان,أليزي
امكاني,أم
بامكانياتي,أمان
بامكانياتيأثار,أمانة
امو,متر
باموغو,مجد
باني,مجد
باناثيانيكوس,أمر
باناثينايكوس,أمر
باناجيوتيس,أمر
باناديرو,أمريكا
باناسونيك,أمس
اناس,أمستردام
باناميرا,مطر
باني,أمل
بانايوتي,أمل
بانايوتيس,أمني
انتداب,مال
انتر,أمر
بانتسيل,أم
بانتشيون,ميل
بانتصاروهزيمة,أن
انتقادي,أناقة
انتقالي,أناقة
انتل,أناني
بانتليمون,أنبوب
انتو,أنجي
بانتيتش,أندريا
انتيل,نادي
بانتيليتش,نادي
بانتيليتشالمدير,نظر
بانتيليس,نفس
بانتيليك,نفس
بانتيليمون,نفس
انثام,أن
بانثانيكوس,بأن
بانثراكيكوس,أن
انجاز,أن
انجاز,أن
انجلترا,أن
انجي,أن
اندا,أن
اندر,أن
باندرانغيتاوبحسب,أن
اندري,هدف
اندري,هدف
اندوري,هدف
باندوك,هدف
باندياني,أهم
اندي,أهم
باندير,أهمية
بانديف,أهمية
انزلاق,أهمية
انس,أهمية
انشن,أوباما
انشيلوتي,وجع
بانشيون,ورقة
انضمام,وضع
انضمام,وقت
انطلاق,وقت
انطلاق,أول
انطلاق,ولد
انطلاقة,أولو
انعاش,أي
انعطافة,أياكس
بانغرت,يوم
انفاق,أي
انفاق,يد
انفس,يد
انفلات,يد
انفلونزا,بؤرة
بانفيلد,إبرة
باني,إبعاد
بانكس,إبعاد
بانكوكوبدأت,إبقاء
انهائ,إبقاء
بانوتسي,إبلاغ
بانوتشي,إبلاغ
بانوتشيبيد,إتاحة
بانوس,إتقان
بانوفا,إتمام
بانوفيتش,إثارة
باني,إثبات
بانونوفي,إثبات
باني,إجابة
باني,إجادة
باني,إجازة
بانيتش,إجازة
بانيجا,إجبار
انيس,إجبار
بانيستير,إجراء
بانيغا,إجراء
بانيغاكشف,إجلاس
باني,إجماع
بانينجا,إجمالي
بانينكا,إجهاد
بانيني,إحباط
باني,إحداث
باها,أحد
باهاماس,إحراز
باهامونتيس,إحراز
اهداف,إحراز
باهيبيك,إحكام
اوتسا,إخراج
باوتليلي,إخراج
باوتيستا,إخطار
باور,إخفاء
باوروقال,إخفاق
باوروكان,إخماد
باوز,إدارة
اوك,إدارة
باوكوصدرت,إدخال
باول,إدراك
باولاو,إدراك
اولفي,إذاعة
باولوتشي,إذلال
باول,إذن
باولي,إراحة
باوليتا,إراقة
باوليستا,إرث
باوليستاويؤكد,إرجاع
باولينهو,إرسال
باولينو,إرسال
باولينيو,إرسال
باولينيون,إرسال
باومان,إرسال
باوميوهان,إرسال
باي,إرشاد
بايا,إرهاق
اياكس,إزاحة
بايامون,إزالة
باي,إسبانيا
بايتس,سرف
بايتشادزه,إسقاط
ايتيم,إسهاب
ايد,إشارة
ايذاء,إشبيلي
باير,إشراف
ايراد,إشراف
بايراماي,إشراف
بايرتس,إشرافي
بايرتش,إشراقة
بايرليفركوزن,إشراك
بايرنأقال,إشراك
بايرنتلقى,إشراك
بايرنربما,إشعال
بايرنوخاض,إصابة
بايرنوزاد,إصابة
بايرنوعلى,إصابة
بايرنوكان,إصبع
بايرنولكن,إصبع
بايرنيتعافى,إصبع
باير,إصدار
ايس,إصرار
بايسترون,إصرار
بايسكو,إصرار
ايسلي,إضاعة
بايشادزه,إضافة
بايشتر,إضافة
ايصال,إضراب
ايطاليا,إطار
بايفرتون,إطلاق
ايكر,إطلال
ايل,إظهار
بايلأما,إعادة
بايلور,إعادة
بايلي,إعارة
بايليف,إعارة
بايليولم,إعجاب
ايماء,إعجاب
بايمانويلي,إعداد
بايموجي,إعطاء
باين,إعطاء
باينام,إعلان
باينتسيل,إعلان
ايندهوفن,إعلان
باينز,إغداق
باينس,إغراء
باينوم,إغلاق
باينيذكر,إفادة
باي,إفراط
باييت,أفريقيا
باييتخلى,إفساد
باييس,إقالة
باي,إقالة
باتو,إقامة
باجيو,إقامة
بادشتوبر,إقراض
باري,إقصائي
باريرا,إقفال
ببالاكميركل,إقليم
بالوتيلي,إقناع
باليرمو,إكمال
ببامبي,إلحاح
باوك,إلحاق
بباولينيو,إلزام
باير,إلغاء
بدرو,إلقاء
ببراعةوران,إلقاء
ببراعةوفي,إمبراطورية
ببراعةونجح,إمساك
بردو,إمضاء
برشلونه,إمكان
ببرشلونةوأحرز,إمكان
ببرشلونةويتركز,إمكان
ببرلينوقال,إمكان
ببروكسلويغيب,إمكان
برونزي,إمكان
ببساطةيدير,إمكان
بص,إمكان
بطلان,إمكان
بلاكبيرن,إمكان
ببليغريني,إمكان
بنفيكا,إمكانية
بواتنغ,إمكانية
بوجبا,إمكانية
بودولسكي,إن
بورتسموث,إنتاج
بوردو,إنتاج
بوروسيا,إنجاز
ببوسطنوأبقى,إنجاز
ببوغبا,إنجاز
بوفون,إنجاز
ببولتونمانويل,إنجاز
ببوندسليجا,إنجاز
ببوندسليغا,إنجاز
ببوينوس,إنجلترا
ببيتافيمبي,إنجليزية
بيتو,إنشاء
بيرلو,إنعاش
ببيرنلي,إنفاق
بيسكارا,إنفاق
ببيعهوسجل,إنقاذ
بيكهام,إنقاذ
بيليغريني,إن
بيليه,إنهاء
ببيمناه,إنهاء
بتألقهوسجل,إنهاء
تاسكي,إهانة
تثمين,إهانة
تدشين,إهداء
بتراغوينو,إهداء
ترتيس,إهداء
بتروجت,إهدار
بتروف,إياب
بتروفا,إيجابي
بتروفسك,إيجابية
بتروفسكي,إيجابي
بتروفيتش,إيجابي
بترولول,إيجاد
بتروليوم,إيجار
بتريتش,إيداع
بتستشينر,إيراد
تسجيلي,إيراد
بتشارلي,إيرلندا
تشافي,إيريك
تشلسي,إيطاليا
بتشلسيأحب,إيقاع
بتشنيك,إيقاف
تشيرو,إيقاف
تصدي,إيقاف
تصدي,إيماءة
تضامن,إيمان
تعافي,إيمان
تعميق,بئر
تعميق,باء
بتغييرهوأضاف,باء
بتكوفيتش,بائس
تنافسي,بائس
بتنكرمان,بائع
بتوتنهام,بائع
بتوتنهاموسيلعب,باب
بتورنتوأحرز,بابا
بتورينووفشل,باب
بتي,ابتزاز
تياغو,ابتسامة
بتيسلر,ابتكار
تيفيز,إبعاد
بثقتنا,باب
بثلاثةاهداف,بابل
بثلاثيةالتقط,بابلو
بثلاثيةسحق,ابنة
بثلاثيةويسعى,ابنة
بثلثاية,ابنة
بثمنمتابعة,ابن
بثنائيةكما,ابن
ثياغو,ابن
جاريث,باب
بجالاكسيتعملق,باب
بجانبهوأوضح,باب
بجانبهوقال,بابوش
بجاني,باب
جايمي,باب
بجلاسجوويحتاج,بات
جهوزية,بات
جواو,اتباع
جوسيب,اتباع
جوليو,بات
جوهانسبرج,اتجاه
بجيرارد,اتجاه
جيزيل,اتحاد
بجيلفي,اتحاد
بحذريترقب,اتخاذ
بحرفنة,باتريس
بحصتعلم,باتريشيا
بحقهستكون,باتريك
بحقهماوكتبت,باتشي
بحقهوذكرت,اتصال
بحوزتهقال,اتصال
بحياتهواصل,اتفاق
بحيويتناوقالت,اتهام
بخبرتهوفي,اتهام
بخدماتهوقال,بات
بخدماتهويعتمد,بات
بخسارتنا,اثنتا
بخطئهأطاح,اثنتان
خطئ,اثنان
خوان,اجتماع
بخيتافي,اجتياز
خيسوس,اجتياز
دانيلو,إجراء
دانييل,باجي
بداياتهوقال,احتجاج
بدايتهاوقال,احتجاج
بدراجتيهما,احترافي
بدرو,احترام
بدروزو,احترام
دروغبا,احتفاظ
درو,احتفال
بدرووانتظر,احتفال
بدعامةوكشف,احتلال
بدقيقةوأعاد,احتلال
بدقيقتينوانفرد,احتلال
بدقيقتينوفاز,احتمال
دنار,احتمال
بدنياأضافت,احتمالية
بدوان,باحث
دورتموند,باحث
بدويزر,إحراز
بدى,باح
بدي,باخ
بديبالا,اختبار
ديدا,اختبار
بديربي,اختراع
بديسايي,اختراق
بديلهوبات,اختراق
ديموقراطية,اختراق
ديميتار,اختصار
بذاكرتك,اختيار
بذ,اختيار
بذلكاستفاد,اختيار
بذلكتسببت,اختيار
بذلكوتستعد,اختيار
بذلكوكان,اختياري
ذلو,آخر
بذلوهاواضاف,بادي
براتالي,بادئ
براتفورست,أداء
براتنن,إدارة
براتيس,إدخال
براتيسلافا,بادر
براديومشاركة,بادر
براذرز,بادرة
براذويت,بادر
برازافيل,بادر
برازوكا,بادر
برازيل,ادعاء
برازيلي,ادعاء
برازيلي,بادل
برازيلي,بادي
برازيلي,بادي
برازيليو,بادية
برازيلي,بار
برازيلي,بار
راسي,باراك
براسيغليانو,بار
براغا,باربارا
براغتشيكيا,باربر
براغليا,أربع
براغوسجل,بار
